INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(1107,'Ili-Pfeifhase','Ili Pika',1100,1101,2,60,2,4800,11,4,60,2,10,90,179,269,600,6000,600,'07.03.2024','ili-pfeifhase.jpg'),
(1108,'Kaiserskorpion','Emperor Scorpion',1100,1102,2,50,2,4000,10,4,50,2,8,283,189,94,500,5000,500,'20.06.2023','kaiserskorpion.jpg'),
(1109,'Kurzkopfgleitbeutler','Sugar Glider',1100,1101,2,110,2,4400,14,2,60,2,6,192,128,64,1100,11000,1100,'12.10.2021','kurzkopfgleitbeutler.jpg'),
(1110,'Madagasker-Taggecko','Madagascar Day Gecko',1100,1102,3,77,2,4620,9,3,40,3,8,86,258,172,770,7700,770,'10.01.2023','madagasker-taggecko.jpg'),
(1111,'Mähnenratte','Maned Rat',1100,1102,2,75,2,4500,12,3,75,2,7,146,73,218,750,7500,750,'23.11.2021','maehnenratte.jpg'),
(1112,'Mauswiesel','Least Weasel',1100,1102,1,72500,1,6160,12,4,75,1,10,164,55,109,770,14500,1450,'23.02.2022','mauswiesel.jpg'),
(1113,'Maus-Zwergbeutelratte','Murine Mouse Opossum',1100,1101,3,80000,1,5400,13,3,70,2,6,216,323,108,900,16000,1600,'28.09.2022','maus-zwergbeutelratte.jpg'),
(1114,'Parsons Chamälion','Parsons Chameleon',1100,1102,3,128,2,5120,16,2,75,1,5,280,null,null,1280,12800,1280,'03.08.2022','parsons-chamaelion.jpg'),
(1115,'Rotaugenlaubfrosch','Red-Eyed Tree Frog',1100,1102,3,100,2,6000,14,3,30,4,10,148,222,74,1000,10000,1000,'03.08.2022','rotaugenlaubfrosch.jpg'),
(1116,'Rüsselhündchen','Giant Sengi',1100,1102,3,130,2,5200,16,2,66,2,6,195,null,261,1300,13000,1300,'22.03.2022','ruesselhuendchen.jpg'),
(1117,'Sonnendachs','Ferret Badger',1100,1101,2,120,2,4800,15,2,77,1,6,105,53,158,1200,12000,1200,'23.11.2021','sonnendachs.jpg'),
(1118,'Streifen-Backenhörnchen','Eastern Chipmunk',1100,1102,1,65,2,5200,11,4,55,2,8,126,42,84,650,6500,650,'12.10.2021','streifen-backenhoernchen.jpg'),
(1119,'Zwergameisenbär','Silky Anteater',1100,1102,3,75,2,4500,12,3,65,2,8,206,309,103,750,7500,750,'28.11.2023','zwergameisenbaer.jpg'),
(1120,'Europäischer Hamster','European Hamster',1100,1101,2,320000,1,5120,11,4,60,2,12,228,152,76,640,64000,6400,'22.08.2024','europaeischer-hamster.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Felsenwüste
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(1201,'Kleiner Gürtelmull','Pink Fairy Armadillo',1200,1201,3,90,2,5400,13,3,65,2,8,null,null,null,900,9000,900,'23.11.2021','kleiner-guertelmull.jpg'),
(1202,'Krötenechse','Horned Lizard',1200,1202,2,65000,1,5400,13,3,55,2,8,60,177,118,900,13000,1300,'23.11.2021','kroetenechse.jpg'),
(1203,'Langohrigel','Long-Eared Hedgehog',1200,1201,0,78,2,4680,12,3,60,2,8,78,117,39,780,7800,780,'12.10.2021','langohrigel.jpg'),
(1204,'Löffelbilch','Asian Garden Dormouse',1200,1201,3,95,2,5700,13,3,58,2,8,175,262,88,950,9500,950,'27.09.2022','loeffelbilch.jpg'),
(1205,'Numbat','Numbat',1200,1202,2,140,2,5600,16,2,92,1,5,179,269,90,1400,14000,1400,'12.10.2021','numbat.jpg'),
(1206,'Panzergürtelschweif','Armadillo Girdled Lizard',1200,1202,1,88,2,5280,13,3,56,2,8,75,149,223,880,8800,880,'27.06.2022','panzerguertelschweif.jpg'),
(1207,'Rote Königsnatter','Scarlet Kingsnake',1200,1202,3,65,2,5200,11,4,45,3,8,172,258,86,650,6500,650,'19.12.2023','rote-koenigsnatter.jpg'),
(1208,'Steppenwaran','Savannah Monitor',1200,1201,1,60000,1,4000,14,2,85,1,6,62,123,185,1000,12000,1200,'12.10.2021','steppenwaran.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Süßwasser
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(2101,'Axolotl','Axolotl',2100,2102,1,100,2,6000,14,3,40,3,8,null,null,null,1000,10000,1000,'14.03.2023','axolotl.jpg'),
(2102,'Blauer Floridakrebs','Everglades Crayfish',2100,2101,2,65,2,5200,11,4,40,3,8,109,55,109,650,6500,650,'09.03.2023','blauer floridakrebs.jpg'),
(2103,'Diskusfisch','Discus',2100,2102,3,100000,1,2100,5,7,40,3,8,124,186,62,150,20000,2000,'21.02.2023','diskusfisch.jpg'),
(2104,'Goldfisch','Goldfish',2100,2101,2,50,2,4000,10,4,30,4,8,62,124,186,500,5000,500,'21.02.2023','goldfisch.jpg'),
(2105,'Pfauen-Stachelaal','Peacock Eel',2100,2101,3,61,2,4880,11,4,45,3,8,158,238,79,610,6100,610,'21.11.2023','pfauen-stachelaal.jpg'),
(2106,'Roter Piranha','Red-Bellied Piranha',2100,2101,3,70,2,5600,12,4,35,4,8,140,47,93,700,7000,700,'22.08.2023','roter piranha.jpg'),
(2107,'Südamerik. Schmetterlingsbuntbarsch','Ram Cichlid',2100,2102,3,68,2,4080,5,3,25,5,8,182,273,91,680,6800,680,'16.01.2024','suedamerik-schmetterlingsbuntbarsch.jpg'),
(2108,'Siaminischer Kampffisch','Siamese Fight Fish',2100,2101,3,170000,1,5600,12,4,35,4,12,49,146,97,700,34000,3400,'22.02.2024','siaminischer kampffisch.jpg'),
(2109,'Pfauenaugen-Stechrochen','Occellate River Stingray',2100,2101,2,75,1,4500,12,3,70,2,8,363,121,243,750,7500,750,'27.08.2024','pfauenaugen-stechrochen.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Salzwasser
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(2201,'Clownfisch','Clownfish',2200,2202,2,70,2,4200,12,3,30,4,8,62,186,124,700,7000,700,'14.03.2023','clownfisch.jpg'),
(2202,'Dumbo-Oktopus','Dumbo Octopus',2200,2202,3,325000,1,5200,11,4,40,3,8,133,200,67,650,65000,6500,'13.07.2023','dumbo-oktopus.jpg'),
(2203,'Großer Fetzenfisch','Leafy Seadragon',2200,2201,3,105,2,6300,14,3,60,2,10,257,385,129,1050,10.500,1050,'21.11.2023','grosser-fetzenfisch.jpg'),
(2204,'Japanischer-Feuerfisch','Luna Lionfish',2200,2201,3,90,2,5400,13,3,40,3,8,261,131,392,900,9000,900,'18.07.2023','japanischer-feuerfisch.jpg'),
(2205,'Karnevalstintenfisch','Mimic Octopus',2200,2202,3,60,2,4800,11,4,60,2,8,155,233,78,600,6000,600,'26.05.2023','karnevalstintenfisch.jpg'),
(2206,'Kompassqualle','Compass Jellyfish',2200,2201,2,90,2,5400,13,3,60,2,8,62,124,186,900,9000,900,'28.02.2023','kompassqualle.jpg'),
(2207,'Mandarinfisch','Mandarinfish',2200,2201,2,60,2,3600,11,3,20,7,6,186,93,279,600,6000,600,'14.03.2023','mandarinfisch.jpg'),
(2208,'Maskenkugelfisch','Masked Puffer',2200,2201,2,78,2,4600,15,2,50,2,6,164,492,328,1150,11500,1150,'14.03.2023','maskenkugelfisch.jpg'),
(2209,'Paletten-Doktorfisch','Royal Blue Tang',2200,2201,3,450000,1,4800,12,3,60,2,8,62,186,124,800,90000,9000,'14.03.2023','paletten-doktorfisch.jpg'),
(2210,'Seepferdchen','Short-Snouted Seahorse',2200,2202,2,86,2,5160,13,3,30,4,8,62,124,186,860,8600,860,'20.04.2023','seepferdchen.jpg'),
(2211,'Gelbbrauner Kofferfisch','Yellow Boxfish',2200,2202,3,65,2,3900,11,3,40,3,6,102,304,203,650,6500,650,'25.07.2024','gelbbrauner-kofferfisch.jpg');

-- ----------------------------------------------------------------------------------------------------------------------
--
-- Daten für Tabelle `tiere` für Noctarium
--
INSERT INTO `tiere` (`id`, `name`, `nameEn`, `gehegeId`, `spielgeraetId`, `stalllevel`, `preis`, `preisartId`, `zuchtkosten`, `zuchtdauer`, `startprozent`, `platzbedarf`, `anzahlbasis`, `anzahlmax`, `xpfuettern`, `xpspielen`, `xpputzen`, `popularitaet`, `verkaufswert`, `auswildern`, `release`, `bild`) VALUES
(3101,'Eulenschwalm','Tawny Frogmouth',3100,3101,2,250000,1,4800,11,4,60,2,10,73,218,146,600,50000,5000,'07.05.2024','eulenschwalm.jpg'),
(3102,'Gemeiner Vampir ','Common Vampire Bat',3100,3101,3,100,2,6000,14,3,30,4,10,null,null,null,1000,10000,1000,'07.05.2024','gemeiner-vampir.jpg'),
(3103,'Kleiner Igeltenrek','Lesser Hedgehog Tenrec',3100,3101,1,500000,1,5200,11,4,40,3,8,189,94,283,650,100.000,10.000,'07.05.2024','kleiner-igeltenrek.jpg'),
(3104,'Zwerghamster','Dwarf Hamster',3100,3101,2,80,2,6400,12,4,30,4,12,182,91,273,800,8000,800,'27.06.2024','zwerghamster.jpg'),
(3105,'Zwerglori','Slow Loris',3100,3101,1,375000,1,4800,12,3,40,3,8,175,88,262,800,75000,7500,'07.05.2024','zwerglori.jpg'),
(3106,'Springhase','Springhare',3100,3101,2,425000,1,4500,12,3,60,2,8,178,90,267,750,85000,8500,'07.05.2024','springhase.jpg'),
(3107,'Südliches Gürteltier','Southern Three-Banded Armadillo',3100,3101,1,85,2,5100,13,3,60,2,8,278,185,93,850,8500,850,'07.05.2024','suedliches-guerteltier.jpg'),
(3108,'Tokeh','Tokay Gecko',3100,3101,2,75,2,4500,12,3,50,2,8,172,86,258,750,7500,750,'07.05.2024','tokeh.jpg'),
(3109,'Perlkauz','Pearl-Spotted Owlet',3100,3101,2,60,2,4800,11,4,40,3,10,277,185,93,600,6000,600,'08.08.2024','perlkauz.jpg'),
(3110,'Beutelmarder','Quoll',3100,3101,1,400000,1,5200,11,4,50,3,8,235,118,353,650,80000,8000,'03.10.2024','beutelmarder.jpg'),
(3111,'Fingertier','Aya-Aye',3100,3101,2,80,2,4800,12,3,60,2,8,100,299,199,800,8000,800,'22.10.2024','fingertier.jpg');
